"","module"
"TSPAN6|ENSG00000000003.15","salmon"
"CTCF|ENSG00000102974.16","grey"
"ACD|ENSG00000102977.18","magenta"
"POLR2C|ENSG00000102978.13","lightcyan"
"PARD6A|ENSG00000102981.10","turquoise"
"ZNF821|ENSG00000102984.15","red"
"MMP15|ENSG00000102996.5","royalblue"
"USB1|ENSG00000103005.13","turquoise"
"CYB5B|ENSG00000103018.18","red"
"CCDC113|ENSG00000103021.10","turquoise"
"NME3|ENSG00000103024.8","turquoise"
"NDRG4|ENSG00000103034.15","turquoise"
"PSMD7|ENSG00000103035.11","red"
"SETD6|ENSG00000103037.12","grey"
"SLC38A7|ENSG00000103042.9","turquoise"
"VAC14|ENSG00000103043.15","turquoise"
"HAS3|ENSG00000103044.11","magenta"
"TANGO6|ENSG00000103047.8","grey"
"COG4|ENSG00000103051.21","grey"
"SMPD3|ENSG00000103056.12","green"
"SLC7A6OS|ENSG00000103061.13","yellow"
"SLC7A6|ENSG00000103064.15","darkturquoise"
"PLA2G15|ENSG00000103066.13","turquoise"
"FA2H|ENSG00000103089.9","blue"
"WDR59|ENSG00000103091.15","brown"
"MON1B|ENSG00000103111.15","grey"
"CMC2|ENSG00000103121.9","red"
"AXIN1|ENSG00000103126.15","magenta"
"HCFC1R1|ENSG00000103145.11","turquoise"
"NPRL3|ENSG00000103148.17","magenta"
"MLYCD|ENSG00000103150.7","royalblue"
"MPG|ENSG00000103152.12","turquoise"
"NECAB2|ENSG00000103154.10","black"
"HSDL1|ENSG00000103160.12","red"
"TAF1C|ENSG00000103168.17","magenta"
"NAGPA|ENSG00000103174.13","turquoise"
"WFDC1|ENSG00000103175.11","grey"
"SEC14L5|ENSG00000103184.12","skyblue"
"COTL1|ENSG00000103187.8","cyan"
"USP10|ENSG00000103194.16","turquoise"
"CRISPLD2|ENSG00000103196.12","lightgreen"
"TSC2|ENSG00000103197.18","magenta"
"ZNF500|ENSG00000103199.14","magenta"
"NME4|ENSG00000103202.13","magenta"
"ABCC1|ENSG00000103222.20","darkturquoise"
"NOMO3|ENSG00000103226.19","grey"
"LMF1|ENSG00000103227.19","magenta"
"FOXF1|ENSG00000103241.7","lightgreen"
"CIAO3|ENSG00000103245.14","magenta"
"MTHFSD|ENSG00000103248.19","royalblue"
"CLCN7|ENSG00000103249.19","magenta"
"HAGHL|ENSG00000103253.19","royalblue"
"ANTKMT|ENSG00000103254.10","turquoise"
"SLC7A5|ENSG00000103257.9","magenta"
"METRN|ENSG00000103260.9","royalblue"
"FBXO31|ENSG00000103264.18","turquoise"
"STUB1|ENSG00000103266.11","turquoise"
"RHBDL1|ENSG00000103269.14","turquoise"
"NUBP1|ENSG00000103274.11","pink"
"UBE2I|ENSG00000103275.21","turquoise"
"MEFV|ENSG00000103313.14","grey"
"CRYM|ENSG00000103316.12","red"
"EEF2K|ENSG00000103319.12","brown"
"CAPN15|ENSG00000103326.12","magenta"
"PIEZO1|ENSG00000103335.22","royalblue"
"GSPT1|ENSG00000103342.13","darkgreen"
"ZNF174|ENSG00000103343.13","turquoise"
"CLUAP1|ENSG00000103351.13","grey"
"UBFD1|ENSG00000103353.16","turquoise"
"EARS2|ENSG00000103356.18","turquoise"
"ELOB|ENSG00000103363.16","lightcyan"
"GGA2|ENSG00000103365.15","darkturquoise"
"AQP8|ENSG00000103375.11","grey"
"CPPED1|ENSG00000103381.12","blue"
"USP31|ENSG00000103404.15","grey"
"HMOX2|ENSG00000103415.12","turquoise"
"DNAJA3|ENSG00000103423.14","turquoise"
"BFAR|ENSG00000103429.11","orange"
"SALL1|ENSG00000103449.13","blue"
"TOX3|ENSG00000103460.17","brown"
"RBL2|ENSG00000103479.17","yellow"
"QPRT|ENSG00000103485.19","grey"
"XYLT1|ENSG00000103489.12","turquoise"
"PYCARD|ENSG00000103490.14","cyan"
"RPGRIP1L|ENSG00000103494.16","grey"
"MAZ|ENSG00000103495.15","turquoise"
"STX4|ENSG00000103496.15","skyblue"
"CDIPT|ENSG00000103502.14","turquoise"
"BCKDK|ENSG00000103507.14","turquoise"
"KAT8|ENSG00000103510.20","turquoise"
"NOMO1|ENSG00000103512.16","turquoise"
"IL21R|ENSG00000103522.17","pink"
"SYT17|ENSG00000103528.17","green"
"TMC5|ENSG00000103534.17","darkturquoise"
"CCP110|ENSG00000103540.17","blue"
"VPS35L|ENSG00000103544.16","blue"
"RNF40|ENSG00000103549.22","turquoise"
"KNOP1|ENSG00000103550.14","blue"
"AQP9|ENSG00000103569.10","brown"
"AAGAB|ENSG00000103591.13","darkred"
"IQCH|ENSG00000103599.20","purple"
"LACTB|ENSG00000103642.12","orange"
"CORO2B|ENSG00000103647.13","turquoise"
"CSK|ENSG00000103653.17","magenta"
"HERC1|ENSG00000103657.14","red"
"TRIP4|ENSG00000103671.10","greenyellow"
"MTFMT|ENSG00000103707.10","red"
"RASL12|ENSG00000103710.11","lightyellow"
"AP3B2|ENSG00000103723.17","turquoise"
"ACSBG1|ENSG00000103740.10","grey"
"IGDCC4|ENSG00000103742.12","lightyellow"
"RAB11A|ENSG00000103769.10","red"
"CTSH|ENSG00000103811.18","cyan"
"GOLGA8UP|ENSG00000103832.10","grey"
"TTC23|ENSG00000103852.13","yellow"
"CD276|ENSG00000103855.18","darkturquoise"
"FAH|ENSG00000103876.14","lightyellow"
"CEMIP|ENSG00000103888.17","white"
"RPAP1|ENSG00000103932.12","magenta"
"HOMER2|ENSG00000103942.13","saddlebrown"
"EHD4|ENSG00000103966.11","lightgreen"
"TMEM87A|ENSG00000103978.16","greenyellow"
"ZNF106|ENSG00000103994.18","salmon"
"CEP152|ENSG00000103995.14","yellow"
"ATP8B4|ENSG00000104043.15","cyan"
"OCA2|ENSG00000104044.16","salmon"
"DTWD1|ENSG00000104047.15","tan"
"FAM189A1|ENSG00000104059.5","green"
"GABPB1|ENSG00000104064.18","grey"
"TJP1|ENSG00000104067.17","yellow"
"BMF|ENSG00000104081.14","pink"
"DMXL2|ENSG00000104093.14","grey60"
"SCG3|ENSG00000104112.9","red"
"DNAJC17|ENSG00000104129.10","magenta"
"EIF3J|ENSG00000104131.13","darkgreen"
"SPG11|ENSG00000104133.16","yellow"
"RHOV|ENSG00000104140.7","red"
"VPS18|ENSG00000104142.11","turquoise"
"OIP5|ENSG00000104147.9","grey"
"SLC30A4|ENSG00000104154.7","blue"
"BLOC1S6|ENSG00000104164.12","darkred"
"MYEF2|ENSG00000104177.19","red"
"SGK3|ENSG00000104205.16","yellow"
"PDGFRL|ENSG00000104213.13","grey"
"CSPP1|ENSG00000104218.16","purple"
"ZDHHC2|ENSG00000104219.13","yellow"
"BRF2|ENSG00000104221.13","grey60"
"TRIM35|ENSG00000104228.13","green"
"ZFAND1|ENSG00000104231.11","red"
"RP1|ENSG00000104237.11","purple"
"CA2|ENSG00000104267.10","salmon"
"FZD3|ENSG00000104290.11","brown"
"INTS9|ENSG00000104299.15","pink"
"RIPK2|ENSG00000104312.8","greenyellow"
"EYA1|ENSG00000104313.20","salmon"
"NBN|ENSG00000104320.15","grey60"
"CPQ|ENSG00000104324.16","yellow"
"DECR1|ENSG00000104325.7","orange"
"CALB1|ENSG00000104327.7","tan"
"BPNT2|ENSG00000104331.9","darkgreen"
"SFRP1|ENSG00000104332.12","salmon"
"LAPTM4B|ENSG00000104341.17","pink"
"UBE2W|ENSG00000104343.21","grey60"
"POP1|ENSG00000104356.11","red"
"NIPAL2|ENSG00000104361.10","black"
"IKBKB|ENSG00000104365.16","pink"
"PLAT|ENSG00000104368.19","lightgreen"
"JPH1|ENSG00000104369.5","tan"
"STK3|ENSG00000104375.17","yellow"
"GDAP1|ENSG00000104381.14","grey60"
"RAB2A|ENSG00000104388.15","red"
"EIF3E|ENSG00000104408.11","orange"
"EMC2|ENSG00000104412.8","greenyellow"
"CCN4|ENSG00000104415.14","grey"
"NDRG1|ENSG00000104419.17","blue"
"ZC2HC1A|ENSG00000104427.12","red"
"IL7|ENSG00000104432.14","lightyellow"
"STMN2|ENSG00000104435.14","red"
"ARMC1|ENSG00000104442.10","darkgreen"
"TRPS1|ENSG00000104447.13","lightyellow"
"SPAG1|ENSG00000104450.13","purple"
"CHRAC1|ENSG00000104472.10","blue"
"NCALD|ENSG00000104490.18","red"
"SNX16|ENSG00000104497.15","red"
"UBR5|ENSG00000104517.13","yellow"
"GSDMD|ENSG00000104518.11","pink"
"GFUS|ENSG00000104522.16","lightcyan"
"PYCR3|ENSG00000104524.14","turquoise"
"EEF1D|ENSG00000104529.19","pink"
"SQLE|ENSG00000104549.12","grey"
"SH2D4A|ENSG00000104611.12","pink"
"INTS10|ENSG00000104613.12","darkgreen"
"ERI1|ENSG00000104626.15","yellow"
"SLC39A14|ENSG00000104635.15","lightgreen"
"MTMR9|ENSG00000104643.10","red"
"LEPROTL1|ENSG00000104660.19","grey60"
"DCTN6|ENSG00000104671.8","darkgreen"
"R3HCC1|ENSG00000104679.12","skyblue"
"GSR|ENSG00000104687.14","lightcyan"
"TNFRSF10A|ENSG00000104689.10","lightgreen"
"UBXN8|ENSG00000104691.16","grey60"
"PPP2CB|ENSG00000104695.13","grey60"
"ERICH1|ENSG00000104714.14","grey"
"NEFM|ENSG00000104722.14","darkorange"
"TUSC3|ENSG00000104723.21","darkred"
"ARHGEF10|ENSG00000104728.16","yellow"
"KLHDC4|ENSG00000104731.14","magenta"
"MCM4|ENSG00000104738.19","red"
"ADAM2|ENSG00000104755.16","grey"
"KCTD9|ENSG00000104756.16","orange"
"FGL1|ENSG00000104760.17","grey"
"ASAH1|ENSG00000104763.20","orange"
"BNIP3L|ENSG00000104765.16","darkgreen"
"MAN2B1|ENSG00000104774.13","pink"
"KCNN4|ENSG00000104783.15","grey"
"TULP2|ENSG00000104804.8","brown"
"NUCB1|ENSG00000104805.16","turquoise"
"DHDH|ENSG00000104808.8","brown"
"GYS1|ENSG00000104812.15","darkturquoise"
"MAP4K1|ENSG00000104814.13","cyan"
"ECH1|ENSG00000104823.9","lightcyan"
"HNRNPL|ENSG00000104824.18","lightcyan"
"NFKBIB|ENSG00000104825.17","blue"
"TUBB4A|ENSG00000104833.12","turquoise"
"SARS2|ENSG00000104835.15","turquoise"
"SNRNP70|ENSG00000104852.15","skyblue"
"CLPTM1|ENSG00000104853.16","turquoise"
"RELB|ENSG00000104856.15","grey"
"CLASRP|ENSG00000104859.15","skyblue"
"LIN7B|ENSG00000104863.12","turquoise"
"PPP1R37|ENSG00000104866.11","turquoise"
"FCGRT|ENSG00000104870.13","pink"
"PIH1D1|ENSG00000104872.11","lightcyan"
"ARHGEF18|ENSG00000104880.19","skyblue"
"PPP1R13L|ENSG00000104881.16","lightyellow"
"PEX11G|ENSG00000104883.8","blue"
"ERCC2|ENSG00000104884.17","turquoise"
"DOT1L|ENSG00000104885.19","magenta"
"PLEKHJ1|ENSG00000104886.12","lightcyan"
"SLC17A7|ENSG00000104888.10","green"
"KLC3|ENSG00000104892.17","brown"
"CD37|ENSG00000104894.12","cyan"
"SF3A2|ENSG00000104897.10","magenta"
"AMH|ENSG00000104899.8","grey"
"LYL1|ENSG00000104903.5","cyan"
"OAZ1|ENSG00000104904.12","lightcyan"
"TRMT1|ENSG00000104907.13","magenta"
"STX10|ENSG00000104915.15","royalblue"
"DMPK|ENSG00000104936.20","magenta"
"TBC1D17|ENSG00000104946.14","magenta"
"IL4I1|ENSG00000104951.16","lightgreen"
"TLE6|ENSG00000104953.20","grey"
"YJU2B|ENSG00000104957.14","skyblue"
"PTOV1|ENSG00000104960.15","turquoise"
"TLE5|ENSG00000104964.15","turquoise"
"NOVA2|ENSG00000104967.8","turquoise"
"SGTA|ENSG00000104969.11","magenta"
"KIR3DX1|ENSG00000104970.11","cyan"
"LILRB1|ENSG00000104972.16","cyan"
"MED25|ENSG00000104973.19","darkturquoise"
"LILRA1|ENSG00000104974.12","cyan"
"SNAPC2|ENSG00000104976.12","turquoise"
"C19orf53|ENSG00000104979.9","lightcyan"
"TIMM44|ENSG00000104980.8","turquoise"
"CCDC61|ENSG00000104983.8","brown"
"IL27RA|ENSG00000104998.4","green"
"TNNT1|ENSG00000105048.18","red"
"VRK3|ENSG00000105053.11","magenta"
"FAM32A|ENSG00000105058.12","turquoise"
"PPP6R1|ENSG00000105063.19","turquoise"
"C19orf44|ENSG00000105072.9","purple"
"MED26|ENSG00000105085.11","turquoise"
"OLFM2|ENSG00000105088.9","turquoise"
"RASAL3|ENSG00000105122.13","cyan"
"AKAP8|ENSG00000105127.10","grey"
"ILVBL|ENSG00000105135.16","lightcyan"
"ZNF419|ENSG00000105136.22","grey"
"SYDE1|ENSG00000105137.13","salmon"
"SLC1A6|ENSG00000105143.13","darkgrey"
"AURKC|ENSG00000105146.14","grey"
"POP4|ENSG00000105171.10","lightcyan"
"CCNE1|ENSG00000105173.14","turquoise"
"URI1|ENSG00000105176.18","greenyellow"
"PDCD5|ENSG00000105185.12","red"
"ANKRD27|ENSG00000105186.16","darkturquoise"
"RPS16|ENSG00000105193.9","pink"
"TIMM50|ENSG00000105197.11","turquoise"
"FBL|ENSG00000105202.9","steelblue"
"DYRK1B|ENSG00000105204.14","turquoise"
"CCNP|ENSG00000105219.10","grey"
"GPI|ENSG00000105220.17","turquoise"
"AKT2|ENSG00000105221.18","royalblue"
"PLD3|ENSG00000105223.21","turquoise"
"PRX|ENSG00000105227.16","grey"
"PIAS4|ENSG00000105229.7","skyblue"
"NUMBL|ENSG00000105245.9","turquoise"
"EBI3|ENSG00000105246.6","cyan"
"YJU2|ENSG00000105248.16","skyblue"
"SHD|ENSG00000105251.11","brown"
"TBCB|ENSG00000105254.12","turquoise"
"FSD1|ENSG00000105255.11","turquoise"
"POLR2I|ENSG00000105258.9","turquoise"
"CLIP3|ENSG00000105270.15","turquoise"
"ZFR2|ENSG00000105278.12","black"
"SLC1A5|ENSG00000105281.12","cyan"
"PRKD2|ENSG00000105287.13","royalblue"
"TJP3|ENSG00000105289.15","darkturquoise"
"APLP1|ENSG00000105290.13","skyblue"
"CACTIN|ENSG00000105298.14","magenta"
"CCDC9|ENSG00000105321.14","grey"
"HNRNPUL1|ENSG00000105323.18","skyblue"
"FZR1|ENSG00000105325.15","magenta"
"BBC3|ENSG00000105327.18","brown"
"TGFB1|ENSG00000105329.11","cyan"
"DENND3|ENSG00000105339.11","brown"
"DMAC2|ENSG00000105341.19","turquoise"
"PLIN3|ENSG00000105355.9","yellow"
"MYH14|ENSG00000105357.20","skyblue"
"MRPL4|ENSG00000105364.14","turquoise"
"SIGLEC8|ENSG00000105366.15","cyan"
"RPS19|ENSG00000105372.8","steelblue"
"NOP53|ENSG00000105373.19","pink"
"NKG7|ENSG00000105374.10","grey"
"ICAM5|ENSG00000105376.5","green"
"ETFB|ENSG00000105379.10","lightcyan"
"CD33|ENSG00000105383.15","cyan"
"BABAM1|ENSG00000105393.16","turquoise"
"TYK2|ENSG00000105397.15","magenta"
"CDC37|ENSG00000105401.9","turquoise"
"NAPA|ENSG00000105402.8","turquoise"
"RABAC1|ENSG00000105404.11","turquoise"
"ATP1A3|ENSG00000105409.19","turquoise"
"MEIS3|ENSG00000105419.18","turquoise"
"PTPRS|ENSG00000105426.18","turquoise"
"CNFN|ENSG00000105427.10","turquoise"
"MEGF8|ENSG00000105429.13","turquoise"
"KDELR1|ENSG00000105438.9","darkturquoise"
"CYTH2|ENSG00000105443.16","skyblue"
"GRWD1|ENSG00000105447.13","turquoise"
"GRIN2D|ENSG00000105464.4","brown"
"CLEC11A|ENSG00000105472.14","turquoise"
"ODAD1|ENSG00000105479.16","purple"
"CARD8|ENSG00000105483.18","yellow"
"LIG1|ENSG00000105486.15","magenta"
"ZNF175|ENSG00000105497.8","grey"
"PLA2G4C|ENSG00000105499.14","blue"
"HAS1|ENSG00000105509.11","brown"
"RAB3D|ENSG00000105514.8","green"
"DBP|ENSG00000105516.11","turquoise"
"TMEM205|ENSG00000105518.14","lightcyan"
"CAPS|ENSG00000105519.18","purple"
"PLPPR2|ENSG00000105520.11","green"
"RASIP1|ENSG00000105538.10","brown"
"BCAT2|ENSG00000105552.15","salmon"
"MIER2|ENSG00000105556.12","magenta"
"PLEKHA4|ENSG00000105559.12","lightgreen"
"PPP2R1A|ENSG00000105568.18","turquoise"
"TNPO2|ENSG00000105576.16","turquoise"
"WDR83OS|ENSG00000105583.11","lightcyan"
"CACNG7|ENSG00000105605.8","turquoise"
"GCDH|ENSG00000105607.13","grey"
"LILRB5|ENSG00000105609.17","pink"
"DNASE2|ENSG00000105612.10","pink"
"MAST1|ENSG00000105613.10","turquoise"
"LENG1|ENSG00000105617.4","blue"
"PRPF31|ENSG00000105618.14","turquoise"
"TFPT|ENSG00000105619.14","turquoise"
"JAK3|ENSG00000105639.21","lightgreen"
"RPL18A|ENSG00000105640.13","steelblue"
"SLC5A5|ENSG00000105641.4","salmon"
"KCNN1|ENSG00000105642.16","green"
"ARRDC2|ENSG00000105643.11","blue"
"PIK3R2|ENSG00000105647.19","turquoise"
"RAB3A|ENSG00000105649.10","turquoise"
"PDE4C|ENSG00000105650.23","brown"
"ISYNA1|ENSG00000105655.19","salmon"
"ELL|ENSG00000105656.13","magenta"
"CRTC1|ENSG00000105662.16","turquoise"
"COPE|ENSG00000105669.14","lightcyan"
"DDX49|ENSG00000105671.12","turquoise"
"ARMC6|ENSG00000105676.14","turquoise"
"TMEM147|ENSG00000105677.12","lightcyan"
"MAG|ENSG00000105695.15","blue"
"TMEM59L|ENSG00000105696.9","turquoise"
"HAMP|ENSG00000105697.9","cyan"
"USF2|ENSG00000105698.16","magenta"
"LSR|ENSG00000105699.17","salmon"
"KXD1|ENSG00000105700.11","skyblue"
"FKBP8|ENSG00000105701.16","turquoise"
"SUGP1|ENSG00000105705.16","turquoise"
"HPN|ENSG00000105707.15","blue"
"ZNF14|ENSG00000105708.9","midnightblue"
"SCN1B|ENSG00000105711.14","turquoise"
"PBX4|ENSG00000105717.14","grey"
"ERF|ENSG00000105722.10","royalblue"
"GSK3A|ENSG00000105723.13","turquoise"
"ATP13A1|ENSG00000105726.17","magenta"
"ZNF574|ENSG00000105732.13","turquoise"
"GRIK5|ENSG00000105737.10","green"
"SIPA1L3|ENSG00000105738.11","green"
"ZNF85|ENSG00000105750.15","midnightblue"
"ETHE1|ENSG00000105755.8","grey"
"CADM4|ENSG00000105767.3","blue"
"SMG9|ENSG00000105771.14","magenta"
"AVL9|ENSG00000105778.20","grey60"
"RUNDC3B|ENSG00000105784.16","red"
"CFAP69|ENSG00000105792.19","purple"
"GTPBP10|ENSG00000105793.16","red"
"RASA4|ENSG00000105808.19","grey"
"CDK6|ENSG00000105810.10","blue"
"PMPCB|ENSG00000105819.14","darkred"
"DNAJC2|ENSG00000105821.15","darkgreen"
"TFPI2|ENSG00000105825.14","lightgreen"
"BET1|ENSG00000105829.13","orange"
"NAMPT|ENSG00000105835.13","lightgreen"
"POLR1F|ENSG00000105849.6","darkgreen"
"PIK3CG|ENSG00000105851.11","cyan"
"PON3|ENSG00000105852.11","lightyellow"
"PON2|ENSG00000105854.13","lightyellow"
"ITGB8|ENSG00000105855.10","yellow"
"HBP1|ENSG00000105856.14","yellow"
"DUS4L|ENSG00000105865.11","midnightblue"
"SP4|ENSG00000105866.15","yellow"
"WDR91|ENSG00000105875.15","salmon"
"DNAH11|ENSG00000105877.19","purple"
"CBLL1|ENSG00000105879.13","red"
"DLX5|ENSG00000105880.7","black"
"MTPN|ENSG00000105887.11","grey60"
"STEAP1B|ENSG00000105889.16","yellow"
"PTN|ENSG00000105894.13","grey"
"PALS2|ENSG00000105926.16","grey60"
"GSDME|ENSG00000105928.16","tan"
"ATP6V0A4|ENSG00000105929.16","purple"
"ZC3HAV1|ENSG00000105939.14","pink"
"TTC26|ENSG00000105948.13","purple"
"OGDH|ENSG00000105953.16","darkturquoise"
"ADAP1|ENSG00000105963.15","magenta"
"TFEC|ENSG00000105967.16","cyan"
"H2AZ2|ENSG00000105968.19","midnightblue"
"CAV2|ENSG00000105971.15","grey"
"CAV1|ENSG00000105974.13","white"
"MET|ENSG00000105976.16","darkorange"
"RNF32|ENSG00000105982.17","yellow"
"LMBR1|ENSG00000105983.23","red"
"WNT2|ENSG00000105989.10","tan"
"DNAJB6|ENSG00000105993.15","darkred"
"LFNG|ENSG00000106003.14","lightyellow"
"BRAT1|ENSG00000106009.16","magenta"
"IQCE|ENSG00000106012.18","magenta"
"ANKRD7|ENSG00000106013.15","darkorange"
"VIPR2|ENSG00000106018.14","grey"
"TSPAN12|ENSG00000106025.9","lightyellow"
"SSBP1|ENSG00000106028.11","darkgreen"
"CPED1|ENSG00000106034.18","cyan"
"HIBADH|ENSG00000106049.9","pink"
"TAX1BP1|ENSG00000106052.14","darkgreen"
"CPVL|ENSG00000106066.15","salmon"
"CHN2|ENSG00000106069.24","green"
"GRB10|ENSG00000106070.20","brown"
"ABHD11|ENSG00000106077.19","darkturquoise"
"COBL|ENSG00000106078.19","skyblue"
"FKBP14|ENSG00000106080.11","yellow"
"PLEKHA8|ENSG00000106086.20","midnightblue"
"STX1A|ENSG00000106089.12","brown"
"NOD1|ENSG00000106100.11","lightgreen"
"GARS1|ENSG00000106105.15","red"
"CRHR2|ENSG00000106113.19","darkturquoise"
"EPHB6|ENSG00000106123.12","brown"
"MINDY4|ENSG00000106125.14","darkturquoise"
"GHRHR|ENSG00000106128.19","grey"
"NSUN5P2|ENSG00000106133.18","royalblue"
"CASP2|ENSG00000106144.20","royalblue"
"CHCHD2|ENSG00000106153.13","lightcyan"
"HSPB1|ENSG00000106211.10","lightgreen"
"NPTX2|ENSG00000106236.4","green"
"PDAP1|ENSG00000106244.13","red"
"BUD31|ENSG00000106245.11","darkgreen"
"PTCD1|ENSG00000106246.18","turquoise"
"CYP3A5|ENSG00000106258.15","salmon"
"ZKSCAN1|ENSG00000106261.17","blue"
"EIF3B|ENSG00000106263.19","grey60"
"SNX8|ENSG00000106266.11","magenta"
"NUDT1|ENSG00000106268.16","grey"
"PTPRZ1|ENSG00000106278.12","lightyellow"
"TAF6|ENSG00000106290.16","turquoise"
"WASL|ENSG00000106299.8","green"
"AIMP2|ENSG00000106305.10","green"
"TFR2|ENSG00000106327.13","black"
"FSCN3|ENSG00000106328.10","grey"
"MOSPD3|ENSG00000106330.12","magenta"
"PCOLCE|ENSG00000106333.13","white"
"FBXO24|ENSG00000106336.13","yellow"
"PPP1R17|ENSG00000106341.11","grey"
"RBM28|ENSG00000106344.8","blue"
"USP42|ENSG00000106346.12","grey"
"IMPDH1|ENSG00000106348.18","turquoise"
"AGFG2|ENSG00000106351.13","green"
"LSM5|ENSG00000106355.10","darkgreen"
"SERPINE1|ENSG00000106366.9","lightgreen"
"AP1S1|ENSG00000106367.15","turquoise"
"C1GALT1|ENSG00000106392.11","yellow"
"PLOD3|ENSG00000106397.12","blue"
"RPA3|ENSG00000106399.11","darkred"
"ZNHIT1|ENSG00000106400.12","lightcyan"
"CLDN15|ENSG00000106404.14","royalblue"
"GLCCI1|ENSG00000106415.13","black"
"PHF14|ENSG00000106443.17","grey60"
"NRF1|ENSG00000106459.15","magenta"
"TMEM106B|ENSG00000106460.19","darkgreen"
"EZH2|ENSG00000106462.12","yellow"
"CEP41|ENSG00000106477.20","green"
"ZNF862|ENSG00000106479.11","magenta"
"SFRP4|ENSG00000106483.12","white"
"MEST|ENSG00000106484.16","red"
"MEOX2|ENSG00000106511.6","grey"
"ANKMY2|ENSG00000106524.9","red"
"ACTR3C|ENSG00000106526.11","darkturquoise"
"POU6F2|ENSG00000106536.21","brown"
"TSPAN13|ENSG00000106537.8","red"
"RARRES2|ENSG00000106538.10","salmon"
"AHR|ENSG00000106546.14","yellow"
"CHCHD3|ENSG00000106554.13","orange"
"GIMAP2|ENSG00000106560.11","cyan"
"TMEM176B|ENSG00000106565.18","lightyellow"
"GLI3|ENSG00000106571.15","grey"
"PSMA2|ENSG00000106588.12","darkred"
"MRPL32|ENSG00000106591.4","orange"
"COA1|ENSG00000106603.20","red"
"BLVRA|ENSG00000106605.11","brown"
"URGCP|ENSG00000106608.17","turquoise"
"TMEM248|ENSG00000106609.16","saddlebrown"
"STAG3L4|ENSG00000106610.16","grey"
"RHEB|ENSG00000106615.10","red"
"PRKAG2|ENSG00000106617.15","green"
"AEBP1|ENSG00000106624.11","pink"
"POLD2|ENSG00000106628.13","darkturquoise"
"MYL7|ENSG00000106631.8","black"
"GCK|ENSG00000106633.18","brown"
"BCL7B|ENSG00000106635.8","turquoise"
"YKT6|ENSG00000106636.9","green"
"TBL2|ENSG00000106638.18","grey"
"GALNTL5|ENSG00000106648.14","brown"
"CLIP2|ENSG00000106665.16","skyblue"
"EIF4H|ENSG00000106682.16","red"
"LIMK1|ENSG00000106683.15","brown"
"SPATA6L|ENSG00000106686.17","purple"
"SLC1A1|ENSG00000106688.12","grey60"
"LHX2|ENSG00000106689.11","turquoise"
"FKTN|ENSG00000106692.15","grey"
"FSD1L|ENSG00000106701.13","midnightblue"
"CNTNAP3|ENSG00000106714.18","brown"
"SPIN1|ENSG00000106723.17","red"
"NMRK1|ENSG00000106733.21","grey"
"TMEM245|ENSG00000106771.13","grey"
"PRUNE2|ENSG00000106772.19","blue"
"MEGF9|ENSG00000106780.9","grey60"
"TRIM14|ENSG00000106785.15","grey"
"CORO2A|ENSG00000106789.13","turquoise"
"TGFBR1|ENSG00000106799.14","cyan"
"SEC61B|ENSG00000106803.10","darkred"
"C5|ENSG00000106804.10","yellow"
"OGN|ENSG00000106809.11","white"
"ASPN|ENSG00000106819.13","white"
"ECM2|ENSG00000106823.13","purple"
"TLE4|ENSG00000106829.20","blue"
"LHX6|ENSG00000106852.16","red"
"PTGR1|ENSG00000106853.20","tan"
"SUSD1|ENSG00000106868.17","darkorange"
"AKNA|ENSG00000106948.17","royalblue"
"TNFSF8|ENSG00000106952.8","cyan"
"DNM1|ENSG00000106976.21","turquoise"
"ENG|ENSG00000106991.14","white"
"AK1|ENSG00000106992.19","purple"
"CDC37L1|ENSG00000106993.12","grey60"
"RLN1|ENSG00000107018.8","grey"
"PLGRKT|ENSG00000107020.10","pink"
"TBC1D13|ENSG00000107021.16","magenta"
"RIC1|ENSG00000107036.12","grey"
"KDM4C|ENSG00000107077.19","yellow"
"DOCK8|ENSG00000107099.18","cyan"
"KANK1|ENSG00000107104.21","yellow"
"ELAVL2|ENSG00000107105.15","red"
"NCS1|ENSG00000107130.10","green"
"TESK1|ENSG00000107140.16","turquoise"
"KCNT1|ENSG00000107147.14","brown"
"FUBP3|ENSG00000107164.17","blue"
"TYRP1|ENSG00000107165.13","salmon"
"CREB3|ENSG00000107175.12","red"
"RGP1|ENSG00000107185.10","turquoise"
"MPDZ|ENSG00000107186.17","yellow"
"DDX58|ENSG00000107201.11","greenyellow"
"EDF1|ENSG00000107223.13","turquoise"
"PIP5K1B|ENSG00000107242.20","salmon"
"GLIS3|ENSG00000107249.24","pink"
"BAG1|ENSG00000107262.26","steelblue"
"RAPGEF1|ENSG00000107263.19","magenta"
"NPDC1|ENSG00000107281.10","turquoise"
"APBA1|ENSG00000107282.9","turquoise"
"SETX|ENSG00000107290.14","greenyellow"
"SH3GL2|ENSG00000107295.10","turquoise"
"PTGDS|ENSG00000107317.13","blue"
"ABCA2|ENSG00000107331.18","skyblue"
"SHB|ENSG00000107338.10","blue"
"UBE2R2|ENSG00000107341.5","green"
"ABHD17B|ENSG00000107362.14","blue"
"EXOSC3|ENSG00000107371.14","midnightblue"
"ZFAND5|ENSG00000107372.13","red"
"DVL1|ENSG00000107404.21","magenta"
"PDLIM1|ENSG00000107438.9","lightgreen"
"CCNJ|ENSG00000107443.16","grey"
"ATRNL1|ENSG00000107518.18","darkorange"
"HPS1|ENSG00000107521.21","magenta"
